scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2,fallx2
region,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass,Confluence,East Delta,Lower Sacramento River,Lower San Joaquin River,NE Suisun,NW Suisun,SE Suisun,SW Suisun,Sacramento River,South Delta,Suisun Marsh,Yolo Bypass
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,0.40,0.10,0.10,0.10,2.90,4.90,3.30,9.90,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.90,4.90,3.30,9.90,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.90,4.90,3.30,9.90,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.60,4.60,3.00,9.50,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.60,4.60,3.00,9.50,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.60,4.60,3.00,9.50,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.30,4.30,2.70,9.00,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,3.00,5.00,3.40,10.10,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,3.00,5.00,3.50,10.10,0.10,0.10,2.20,0.30
2016-06-02,0.40,0.10,0.10,0.10,2.80,4.70,3.20,9.60,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.80,4.70,3.20,9.60,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,2.80,4.70,3.20,9.60,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.50,4.40,2.90,9.20,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.50,4.40,2.90,9.20,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.50,4.40,2.90,9.20,0.10,0.10,2.20,0.30,0.30,0.10,0.10,0.10,2.10,4.10,2.50,8.50,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,3.00,4.90,3.40,9.90,0.10,0.10,2.20,0.30,0.40,0.10,0.10,0.10,3.00,4.90,3.40,9.90,0.10,0.10,2.20,0.30
2016-06-03,0.50,0.10,0.10,0.10,3.00,5.00,3.60,10.10,0.10,0.10,2.30,0.20,0.50,0.10,0.10,0.10,3.00,5.00,3.60,10.10,0.10,0.10,2.30,0.30,0.50,0.10,0.10,0.10,3.00,5.00,3.60,10.10,0.10,0.10,2.30,0.30,0.40,0.10,0.10,0.10,2.70,4.70,3.20,9.60,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.70,4.70,3.20,9.60,0.10,0.10,2.20,0.20,0.40,0.10,0.10,0.10,2.70,4.60,3.20,9.60,0.10,0.10,2.20,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,8.80,0.10,0.10,2.20,0.20,0.60,0.10,0.20,0.10,3.30,5.20,3.90,10.40,0.10,0.10,2.30,0.20,0.60,0.10,0.20,0.10,3.30,5.20,3.90,10.40,0.10,0.10,2.30,0.20
2016-06-04,0.70,0.10,0.20,0.10,3.50,5.50,4.10,10.60,0.10,0.10,2.40,0.20,0.70,0.10,0.20,0.10,3.50,5.50,4.10,10.60,0.10,0.10,2.40,0.20,0.70,0.10,0.20,0.10,3.50,5.50,4.10,10.60,0.10,0.10,2.40,0.20,0.50,0.10,0.20,0.10,3.00,5.10,3.60,9.90,0.10,0.10,2.30,0.20,0.50,0.10,0.10,0.10,3.00,5.10,3.60,9.90,0.10,0.10,2.30,0.20,0.50,0.10,0.10,0.10,3.00,5.10,3.60,9.90,0.10,0.10,2.30,0.20,0.40,0.10,0.10,0.10,2.40,4.40,3.00,9.00,0.10,0.10,2.20,0.20,0.80,0.10,0.20,0.10,3.80,5.80,4.40,10.90,0.10,0.10,2.40,0.20,0.80,0.10,0.20,0.10,3.80,5.80,4.40,11.00,0.10,0.10,2.40,0.20
2016-06-05,0.80,0.10,0.20,0.10,3.80,5.90,4.30,10.90,0.10,0.10,2.50,0.20,0.80,0.10,0.20,0.10,3.80,5.90,4.30,10.90,0.10,0.10,2.50,0.20,0.80,0.10,0.20,0.10,3.80,5.80,4.30,10.90,0.10,0.10,2.50,0.20,0.60,0.10,0.20,0.10,3.20,5.30,3.70,10.10,0.10,0.10,2.40,0.20,0.60,0.10,0.20,0.10,3.20,5.30,3.70,10.10,0.10,0.10,2.40,0.20,0.60,0.10,0.20,0.10,3.20,5.30,3.70,10.10,0.10,0.10,2.40,0.20,0.40,0.10,0.10,0.10,2.50,4.50,3.00,9.00,0.10,0.10,2.20,0.20,0.90,0.10,0.30,0.10,4.10,6.20,4.70,11.40,0.10,0.10,2.50,0.20,0.90,0.10,0.30,0.10,4.10,6.20,4.70,11.40,0.10,0.10,2.50,0.20
2016-06-06,0.80,0.10,0.20,0.10,3.70,5.80,4.10,10.50,0.10,0.10,2.60,0.20,0.80,0.10,0.20,0.10,3.70,5.80,4.10,10.50,0.10,0.10,2.60,0.20,0.80,0.10,0.20,0.10,3.70,5.80,4.10,10.50,0.10,0.10,2.60,0.20,0.50,0.10,0.20,0.10,3.10,5.10,3.40,9.60,0.10,0.10,2.40,0.20,0.60,0.10,0.20,0.10,3.10,5.10,3.40,9.60,0.10,0.10,2.40,0.20,0.50,0.10,0.20,0.10,3.10,5.10,3.40,9.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.30,4.20,2.60,8.30,0.10,0.10,2.30,0.20,0.90,0.10,0.30,0.10,4.10,6.20,4.50,11.10,0.10,0.10,2.70,0.20,0.90,0.10,0.30,0.10,4.10,6.20,4.50,11.00,0.10,0.10,2.70,0.20
2016-06-07,0.60,0.10,0.20,0.10,3.30,5.40,3.50,9.60,0.10,0.10,2.60,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.50,9.60,0.10,0.10,2.60,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.50,9.60,0.10,0.10,2.60,0.20,0.40,0.10,0.20,0.10,2.60,4.60,2.80,8.60,0.10,0.10,2.40,0.20,0.40,0.10,0.20,0.10,2.60,4.70,2.80,8.60,0.10,0.10,2.40,0.20,0.40,0.10,0.20,0.10,2.60,4.60,2.80,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,1.80,3.60,2.00,7.10,0.10,0.10,2.20,0.20,0.80,0.10,0.30,0.10,3.80,5.90,4.00,10.30,0.10,0.10,2.70,0.20,0.80,0.10,0.30,0.10,3.80,5.90,4.00,10.20,0.10,0.10,2.70,0.20
2016-06-08,0.50,0.10,0.20,0.10,2.80,4.90,3.00,8.90,0.10,0.10,2.50,0.20,0.50,0.10,0.20,0.10,2.80,4.90,3.10,8.90,0.10,0.10,2.50,0.20,0.50,0.10,0.20,0.10,2.80,4.90,3.00,8.90,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.10,4.10,2.30,7.80,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.10,2.30,7.80,0.10,0.10,2.30,0.20,0.30,0.10,0.10,0.10,2.10,4.10,2.30,7.80,0.10,0.10,2.30,0.20,0.20,0.10,0.10,0.10,1.30,3.00,1.50,6.40,0.10,0.10,2.10,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.50,9.60,0.10,0.10,2.60,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.50,9.60,0.10,0.10,2.60,0.20
2016-06-09,0.40,0.10,0.10,0.10,2.40,4.40,2.60,8.30,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.40,4.50,2.60,8.30,0.10,0.10,2.50,0.20,0.40,0.10,0.10,0.10,2.40,4.40,2.60,8.30,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.70,3.60,1.90,7.20,0.10,0.10,2.30,0.20,0.20,0.10,0.10,0.10,1.70,3.60,1.90,7.20,0.10,0.10,2.30,0.20,0.20,0.10,0.10,0.10,1.70,3.60,1.90,7.20,0.10,0.10,2.30,0.20,0.20,0.10,0.10,0.10,1.00,2.50,1.10,5.70,0.10,0.10,2.10,0.20,0.50,0.10,0.20,0.10,2.90,5.00,3.10,9.00,0.10,0.10,2.60,0.20,0.50,0.10,0.20,0.10,2.90,5.00,3.10,9.10,0.10,0.10,2.60,0.20
2016-06-10,0.30,0.10,0.10,0.10,2.10,4.20,2.40,8.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.40,8.40,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.40,8.40,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.40,3.30,1.70,7.30,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.40,3.30,1.70,7.30,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.40,3.30,1.70,7.20,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.70,2.30,1.00,5.80,0.10,0.10,2.00,0.20,0.40,0.10,0.20,0.10,2.60,4.80,2.90,9.10,0.10,0.10,2.60,0.20,0.40,0.10,0.20,0.10,2.60,4.80,2.90,9.10,0.10,0.10,2.60,0.20
2016-06-11,0.30,0.10,0.10,0.10,2.40,4.70,2.90,10.10,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.40,4.70,2.90,10.10,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.40,4.70,2.90,10.00,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.60,3.70,2.10,8.80,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.60,3.80,2.10,8.80,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.60,3.70,2.10,8.80,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.90,2.60,1.30,7.20,0.10,0.10,1.90,0.20,0.50,0.10,0.20,0.10,2.90,5.40,3.50,10.80,0.10,0.10,2.60,0.20,0.50,0.10,0.20,0.10,3.00,5.40,3.50,10.90,0.10,0.10,2.60,0.20
2016-06-12,0.30,0.10,0.10,0.10,2.50,4.70,2.80,9.70,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.50,4.70,2.80,9.70,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.50,4.60,2.80,9.70,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.60,3.60,1.90,8.30,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.60,3.60,1.90,8.30,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.60,3.60,1.90,8.30,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.80,2.40,1.10,6.50,0.10,0.10,1.90,0.20,0.50,0.10,0.20,0.10,3.10,5.40,3.50,10.60,0.10,0.10,2.60,0.20,0.50,0.10,0.20,0.10,3.10,5.40,3.50,10.60,0.10,0.10,2.60,0.20
2016-06-13,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.40,8.60,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.40,3.20,1.60,7.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.40,3.20,1.60,7.10,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.30,3.20,1.60,7.10,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.60,2.00,0.80,5.30,0.10,0.10,1.90,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.10,9.60,0.10,0.10,2.60,0.20,0.40,0.10,0.20,0.10,2.90,5.00,3.10,9.60,0.10,0.10,2.60,0.20
2016-06-14,0.30,0.10,0.10,0.10,2.10,4.20,2.30,8.40,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.30,8.40,0.10,0.10,2.50,0.20,0.30,0.10,0.10,0.10,2.10,4.20,2.30,8.40,0.10,0.10,2.50,0.20,0.20,0.10,0.10,0.10,1.20,3.00,1.50,6.90,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.30,3.00,1.50,6.90,0.10,0.10,2.20,0.20,0.20,0.10,0.10,0.10,1.20,3.00,1.40,6.80,0.10,0.10,2.20,0.20,0.10,0.10,0.10,0.10,0.50,1.80,0.70,5.00,0.10,0.10,1.80,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.00,9.40,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.80,5.00,3.10,9.50,0.10,0.10,2.70,0.20
2016-06-15,0.20,0.10,0.10,0.10,1.90,3.90,2.10,7.80,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.10,7.80,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.80,3.90,2.00,7.80,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.00,2.70,1.20,6.30,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.00,2.70,1.20,6.30,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.00,2.70,1.20,6.30,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.50,0.60,4.50,0.10,0.10,1.80,0.20,0.40,0.10,0.10,0.10,2.50,4.70,2.70,8.90,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.60,4.70,2.80,8.90,0.10,0.10,2.60,0.20
2016-06-16,0.30,0.10,0.10,0.10,1.90,4.00,2.40,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,1.90,4.00,2.40,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,1.90,4.00,2.30,8.60,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.50,7.20,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.50,7.20,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.00,2.80,1.50,7.10,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.70,0.70,5.40,0.10,0.10,1.70,0.20,0.40,0.10,0.10,0.10,2.60,4.90,3.10,9.60,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.70,4.90,3.10,9.60,0.10,0.10,2.60,0.20
2016-06-17,0.30,0.10,0.10,0.10,2.00,3.90,2.40,8.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.40,8.30,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,1.90,3.90,2.30,8.30,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.50,6.90,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.50,6.90,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.50,6.80,0.10,0.10,2.10,0.20,0.10,0.10,0.10,0.10,0.40,1.60,0.80,5.20,0.10,0.10,1.70,0.20,0.40,0.10,0.10,0.10,2.70,4.80,3.10,9.30,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.70,4.80,3.10,9.40,0.10,0.10,2.60,0.20
2016-06-18,0.20,0.10,0.10,0.10,1.90,3.90,2.40,8.70,0.10,0.10,2.30,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.40,8.70,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.90,3.90,2.40,8.70,0.10,0.10,2.30,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.50,7.20,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.10,2.70,1.50,7.20,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.00,2.70,1.50,7.20,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,0.40,1.60,0.80,5.60,0.10,0.10,1.60,0.20,0.40,0.10,0.10,0.10,2.70,4.80,3.10,9.70,0.10,0.10,2.60,0.20,0.40,0.10,0.10,0.10,2.70,4.90,3.20,9.70,0.10,0.10,2.60,0.20
2016-06-19,0.30,0.10,0.10,0.10,2.20,4.30,2.80,9.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.80,9.30,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.80,9.30,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.20,3.00,1.90,7.80,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.20,3.00,1.90,7.80,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,1.20,3.00,1.80,7.80,0.10,0.10,2.00,0.20,0.10,0.10,0.10,0.10,0.60,1.90,1.00,6.10,0.10,0.10,1.60,0.20,0.50,0.10,0.10,0.10,3.00,5.20,3.60,10.40,0.10,0.10,2.60,0.20,0.50,0.10,0.10,0.10,3.00,5.20,3.70,10.40,0.10,0.10,2.60,0.20
2016-06-20,0.30,0.10,0.10,0.10,2.30,4.30,2.90,9.30,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.30,4.30,2.90,9.30,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.30,4.30,2.90,9.30,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.30,3.00,1.90,7.70,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.30,3.10,1.90,7.70,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.30,3.00,1.90,7.70,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.60,1.90,1.10,6.00,0.10,0.10,1.50,0.20,0.50,0.10,0.10,0.10,3.10,5.30,3.70,10.30,0.10,0.10,2.70,0.20,0.50,0.10,0.10,0.10,3.20,5.30,3.80,10.40,0.10,0.10,2.70,0.20
2016-06-21,0.40,0.10,0.10,0.10,2.60,4.60,3.20,9.70,0.10,0.10,2.40,0.20,0.40,0.10,0.10,0.10,2.60,4.60,3.20,9.70,0.10,0.10,2.40,0.20,0.40,0.10,0.10,0.10,2.50,4.60,3.20,9.70,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.50,3.30,2.10,8.10,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.50,3.30,2.10,8.10,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.50,3.20,2.10,8.10,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.70,2.00,1.20,6.20,0.10,0.10,1.50,0.20,0.60,0.10,0.20,0.10,3.40,5.60,4.10,10.80,0.10,0.10,2.70,0.20,0.60,0.10,0.20,0.10,3.50,5.70,4.20,10.90,0.10,0.10,2.70,0.20
2016-06-22,0.40,0.10,0.10,0.10,2.60,4.60,3.20,9.40,0.10,0.10,2.40,0.20,0.40,0.10,0.10,0.10,2.60,4.60,3.20,9.40,0.10,0.10,2.40,0.20,0.40,0.10,0.10,0.10,2.60,4.60,3.20,9.40,0.10,0.10,2.40,0.20,0.20,0.10,0.10,0.10,1.50,3.20,2.10,7.70,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.50,3.20,2.10,7.70,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.50,3.20,2.10,7.70,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.70,1.90,1.10,5.70,0.10,0.10,1.40,0.20,0.70,0.10,0.20,0.10,3.60,5.70,4.20,10.70,0.10,0.10,2.80,0.20,0.70,0.10,0.20,0.10,3.60,5.70,4.20,10.70,0.10,0.10,2.80,0.20
2016-06-23,0.30,0.10,0.10,0.10,2.40,4.20,2.70,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.40,4.30,2.70,8.60,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.40,4.20,2.70,8.60,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.30,2.80,1.60,6.80,0.10,0.10,1.90,0.20,0.20,0.10,0.10,0.10,1.30,2.80,1.60,6.80,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,1.30,2.80,1.60,6.80,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.50,1.50,0.80,4.80,0.10,0.10,1.40,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.70,9.90,0.10,0.10,2.80,0.20,0.60,0.10,0.20,0.10,3.30,5.40,3.70,9.90,0.10,0.10,2.80,0.20
2016-06-24,0.30,0.10,0.10,0.10,2.20,4.10,2.60,8.80,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,8.80,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.60,8.80,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,7.00,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,7.10,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,1.20,2.70,1.60,7.10,0.10,0.10,1.90,0.20,0.10,0.10,0.10,0.10,0.40,1.50,0.70,5.20,0.10,0.10,1.40,0.20,0.50,0.10,0.10,0.10,3.20,5.30,3.60,10.10,0.10,0.10,2.80,0.20,0.50,0.10,0.10,0.10,3.10,5.30,3.60,10.00,0.10,0.10,2.80,0.20
2016-06-25,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.20,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.30,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.20,2.70,9.30,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.60,7.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.60,7.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.60,7.50,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.40,1.60,0.80,5.70,0.10,0.10,1.30,0.20,0.50,0.10,0.10,0.10,3.10,5.40,3.60,10.50,0.10,0.10,2.80,0.20,0.50,0.10,0.10,0.10,3.10,5.40,3.60,10.40,0.10,0.10,2.80,0.20
2016-06-26,0.30,0.10,0.10,0.10,2.10,4.30,2.70,9.50,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.50,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.20,4.30,2.70,9.50,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.10,2.80,1.60,7.70,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.10,2.90,1.60,7.70,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.10,2.90,1.60,7.70,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.40,1.60,0.80,5.80,0.10,0.10,1.30,0.20,0.50,0.10,0.10,0.10,3.10,5.50,3.60,10.70,0.10,0.10,2.80,0.20,0.50,0.10,0.10,0.10,3.10,5.40,3.60,10.70,0.10,0.10,2.80,0.20
2016-06-27,0.30,0.10,0.10,0.10,2.30,4.50,2.90,9.90,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.30,4.50,2.90,9.90,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.30,4.50,2.90,9.90,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.20,3.10,1.80,8.10,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.20,3.10,1.80,8.10,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.20,3.10,1.80,8.10,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.50,1.80,0.90,6.20,0.10,0.10,1.30,0.20,0.50,0.10,0.10,0.10,3.20,5.70,3.80,11.10,0.10,0.10,2.80,0.20,0.50,0.10,0.10,0.10,3.20,5.70,3.80,11.10,0.10,0.10,2.80,0.20
2016-06-28,0.30,0.10,0.10,0.10,2.70,4.90,3.30,10.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.70,4.90,3.30,10.40,0.10,0.10,2.40,0.20,0.30,0.10,0.10,0.10,2.70,4.90,3.30,10.40,0.10,0.10,2.40,0.20,0.10,0.10,0.10,0.10,1.50,3.40,2.10,8.60,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.50,3.40,2.10,8.60,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,1.50,3.40,2.10,8.60,0.10,0.10,1.80,0.20,0.10,0.10,0.10,0.10,0.70,2.00,1.10,6.50,0.10,0.10,1.30,0.20,0.60,0.10,0.10,0.10,3.70,6.10,4.30,11.70,0.10,0.10,2.90,0.20,0.60,0.10,0.10,0.10,3.70,6.10,4.30,11.70,0.10,0.10,2.90,0.20
