scenario,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-3-m,10800-60d,10800-60d,10800-60d,10800-60d,10800-60d,10800-b,10800-b,10800-b,10800-b,10800-b,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-3-m,15000-60d,15000-60d,15000-60d,15000-60d,15000-60d,15000-b,15000-b,15000-b,15000-b,15000-b,21000,21000,21000,21000,21000,Noaction,Noaction,Noaction,Noaction,Noaction,fallx2,fallx2,fallx2,fallx2,fallx2
region,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh,Cache Montezuma Link,Delta,North Delta Arc,Suisun Bay,Suisun Marsh
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-23,7690.62,60961.05,34835.83,11244.48,7250.38,7687.01,60974.23,34121.33,10296.57,7155.60,7691.16,61041.82,36727.76,15158.46,7487.43,7691.10,60963.58,35519.15,12141.95,7377.60,7687.01,60978.01,34112.65,10287.99,7154.17,7680.31,60982.23,33170.77,9184.14,6992.23,7691.10,60949.26,35840.63,12673.45,7422.99,7655.81,60971.98,32673.49,8606.84,6890.77,7691.51,61115.05,36800.47,16748.83,7518.14
2024-09-24,7678.68,60717.83,33018.44,9898.73,6408.88,7673.98,60719.80,32223.32,8841.14,6282.72,7682.19,60796.39,35683.58,14292.25,6725.25,7682.14,60728.63,33696.19,10774.89,6514.30,7674.90,60722.72,32200.13,8808.96,6291.97,7635.89,60722.68,31354.83,7788.43,6152.15,7682.14,60715.48,34069.25,11240.38,6577.51,7594.62,60727.30,30908.87,7283.76,6051.79,7685.60,60840.68,35750.04,16009.25,6765.26
2024-09-25,7578.88,60165.42,32144.27,11258.67,5800.47,7578.68,60169.56,31222.93,10212.75,5715.23,7583.85,60230.80,34420.89,16368.47,5947.93,7580.61,60168.38,32885.71,12114.46,5885.55,7579.51,60176.75,31244.81,10228.37,5722.50,7572.73,60184.49,30167.57,9145.76,5537.79,7580.61,60154.71,33236.80,12513.44,5929.85,7541.76,60180.09,29488.23,8498.32,5376.63,7585.64,60298.01,34482.02,18561.13,5966.90
2024-09-26,7609.18,59635.48,33101.86,12917.81,6034.53,7606.72,59655.30,32450.03,12003.57,5968.21,7612.29,59702.39,34155.99,17427.84,6079.17,7607.98,59647.73,33537.17,13612.54,6047.87,7607.28,59654.08,32490.59,12064.30,5970.44,7605.69,59657.74,31518.33,10942.24,5882.16,7605.81,59620.85,33660.79,13872.22,6051.92,7601.38,59651.82,30468.95,9938.05,5671.82,7616.00,59787.34,34230.96,19284.27,6108.28
2024-09-27,7642.16,59643.52,33222.28,12325.68,6148.42,7642.30,59657.08,32706.73,11648.97,6091.01,7649.87,59712.97,34357.95,16387.47,6211.99,7642.16,59650.16,33562.14,12841.86,6153.02,7642.16,59656.33,32765.12,11739.01,6102.94,7641.44,59663.40,32100.32,10946.50,6004.80,7640.49,59631.94,33665.11,12995.00,6158.27,7636.99,59659.71,31135.93,9986.11,5805.51,7663.49,59829.53,34503.71,18284.93,6270.71
2024-09-28,7633.77,59895.86,33010.69,11906.09,6074.66,7632.91,59903.24,32523.61,11301.61,6011.23,7643.39,59981.23,34520.96,16139.53,6146.24,7633.88,59899.63,33403.74,12365.18,6106.09,7633.50,59908.28,32595.96,11379.39,6023.38,7630.90,59910.13,31992.88,10697.02,5939.52,7633.30,59888.69,33497.42,12456.63,6111.91,7627.84,59922.08,31255.48,10030.23,5662.21,7650.65,60090.48,34631.67,18351.32,6184.41
2024-09-29,7575.14,59183.12,32300.33,12188.14,5869.13,7572.59,59189.37,31803.85,11586.16,5803.14,7581.34,59251.72,33703.77,16641.57,5937.21,7575.31,59180.88,32659.14,12659.03,5886.11,7572.68,59187.82,31901.69,11721.36,5820.35,7571.98,59200.67,31283.60,11014.94,5729.96,7575.14,59179.95,32696.04,12654.23,5892.05,7570.29,59196.51,30406.30,10243.05,5434.97,7593.68,59376.58,33825.27,19016.88,5975.34
2024-09-30,7551.82,58834.72,31847.05,12089.95,5712.04,7548.85,58837.14,31372.38,11511.01,5641.36,7554.12,58877.52,33206.45,16480.74,5752.02,7551.98,58847.23,32174.70,12463.37,5735.59,7549.95,58838.22,31487.32,11659.42,5665.67,7547.60,58843.00,30927.55,11013.37,5569.23,7549.25,58829.70,32137.02,12385.57,5741.57,7545.15,58842.21,30027.15,10226.75,5260.65,7559.23,58973.79,33289.55,18911.04,5764.63
2024-10-01,7567.13,59066.98,31485.79,10785.28,5778.21,7565.88,59065.35,31027.11,10316.88,5665.50,7574.30,59100.52,33570.67,15113.65,5915.12,7570.70,59080.38,31796.34,11103.86,5837.10,7565.18,59065.95,31150.92,10437.66,5713.32,7562.43,59062.95,30650.37,9969.37,5560.94,7570.88,59076.20,31730.48,10959.60,5844.37,7531.69,59068.24,29779.09,9164.59,5310.80,7587.83,59209.35,33691.00,17624.06,5965.49
2024-10-02,7597.30,59348.97,30854.70,9333.58,5747.27,7569.14,59337.47,30353.12,8890.38,5594.96,7622.74,59394.21,33847.60,13966.55,6105.00,7609.56,59351.98,31122.12,9556.63,5843.20,7582.58,59338.94,30492.77,9038.89,5642.79,7545.38,59340.74,29947.78,8493.63,5515.48,7607.95,59346.43,31061.69,9377.43,5853.61,7500.62,59349.12,28963.99,7483.77,5387.11,7634.75,59510.73,34113.54,16701.42,6151.22
2024-10-03,7542.17,59475.53,30005.97,8135.16,5534.14,7511.38,59472.58,29517.90,7618.80,5468.09,7625.27,59517.22,33603.98,13089.39,6123.91,7576.88,59483.05,30354.82,8425.93,5625.67,7525.39,59475.12,29681.77,7820.27,5498.95,7484.26,59468.30,29175.56,7284.23,5406.63,7576.36,59485.98,30303.69,8225.10,5630.90,7456.55,59477.11,28140.83,6198.21,5316.67,7637.50,59653.40,34269.31,16050.95,6193.09
2024-10-04,7470.60,59454.30,29281.34,7683.82,5341.28,7451.66,59442.45,28782.82,7179.16,5292.01,7610.89,59479.91,33172.38,12710.29,6035.97,7508.76,59461.43,29649.76,7991.76,5423.24,7462.64,59446.19,28992.10,7407.91,5319.10,7437.55,59447.47,28568.23,6966.15,5251.19,7509.00,59463.62,29636.05,7838.34,5430.14,7399.18,59448.12,27563.90,5892.94,5179.56,7614.44,59584.13,34076.95,16328.72,6069.83
2024-10-05,7453.28,59892.88,29189.83,6585.50,5381.67,7424.56,59884.64,28730.89,6113.73,5337.13,7652.82,59905.59,33115.38,11590.74,6191.41,7477.25,59898.88,29551.34,6898.13,5439.74,7439.56,59881.15,28963.11,6390.38,5360.11,7410.44,59882.55,28617.14,6001.55,5313.40,7480.03,59901.11,29561.45,6756.09,5460.69,7376.18,59889.04,27708.56,5058.75,5252.89,7660.02,60013.29,34645.71,15491.50,6295.54
2024-10-06,7409.95,60273.61,29177.46,5442.43,5454.69,7391.36,60270.60,28757.69,5033.05,5419.60,7673.19,60279.23,32767.39,10158.09,6290.89,7438.38,60274.83,29563.87,5795.40,5501.55,7400.77,60271.36,29048.76,5329.70,5440.45,7383.39,60267.96,28768.27,5054.01,5397.12,7442.79,60285.07,29597.39,5732.15,5521.05,7360.31,60277.44,27973.12,4244.20,5333.89,7677.69,60353.24,35134.35,14487.08,6543.49
2024-10-07,7345.43,60250.15,28410.49,4843.98,5119.23,7330.27,60240.56,27951.54,4413.44,5074.49,7626.89,60253.83,31656.46,9062.27,5884.36,7366.46,60249.14,28764.78,5154.54,5177.29,7339.32,60240.89,28325.62,4782.28,5104.10,7322.74,60241.51,28120.40,4582.19,5063.08,7370.35,60262.52,28869.54,5164.54,5196.22,7294.40,60246.15,27453.70,3921.40,4995.14,7634.95,60304.76,34511.50,13922.22,6164.58
2024-10-08,7279.83,60010.43,27521.61,4526.42,4773.79,7264.09,59997.34,27103.95,4142.42,4731.33,7509.33,60012.34,30457.97,8548.43,5401.12,7296.37,60007.47,27829.40,4787.65,4830.57,7273.77,60001.68,27506.58,4529.49,4763.87,7256.08,59994.35,27347.60,4381.51,4718.65,7299.39,60018.98,27904.68,4764.80,4848.25,7228.22,59999.15,26831.32,3864.06,4655.16,7587.97,60060.65,33831.48,13729.41,5841.82
2024-10-09,7259.04,59755.50,26990.19,4578.95,4692.93,7243.34,59736.74,26767.16,4370.09,4651.46,7474.71,59754.15,29917.86,8721.99,5195.45,7276.49,59752.54,27370.14,4927.22,4745.76,7253.95,59739.45,26990.24,4605.62,4682.81,7236.45,59736.64,26868.38,4461.44,4641.55,7279.99,59768.03,27459.89,4889.75,4763.84,7208.22,59743.56,26568.96,4144.04,4583.63,7569.92,59798.21,33604.59,14216.70,5770.66
2024-10-10,7250.66,59592.51,26680.62,4654.18,4669.30,7230.84,59584.96,26546.67,4528.95,4622.26,7457.70,59586.50,29655.36,8696.57,5115.73,7268.62,59599.72,26946.95,4874.42,4722.80,7241.98,59583.95,26720.03,4714.91,4656.86,7225.24,59587.31,26678.34,4648.98,4612.91,7273.15,59612.90,27012.27,4826.42,4736.34,7200.81,59585.60,26405.22,4351.32,4557.94,7567.93,59675.06,33681.57,14589.47,5757.98
2024-10-11,7248.73,59289.50,26441.67,5281.17,4705.40,7232.86,59275.31,26263.96,5109.33,4664.03,7440.17,59295.05,29463.69,9165.74,5100.88,7265.96,59300.66,26671.19,5464.21,4757.38,7242.28,59279.45,26494.88,5346.04,4695.64,7225.62,59274.64,26451.24,5293.39,4652.28,7271.08,59309.79,26745.95,5438.25,4775.45,7200.33,59276.94,26183.04,4997.05,4597.74,7566.69,59353.92,33501.01,15901.02,5794.13
2024-10-12,7268.54,59244.74,26583.71,5474.46,4857.63,7254.45,59227.62,26441.84,5352.35,4817.26,7469.69,59246.89,29804.82,9452.86,5256.43,7287.49,59243.81,26835.66,5700.64,4913.67,7263.27,59227.64,26701.33,5601.35,4848.06,7249.16,59224.59,26654.30,5552.64,4809.07,7291.64,59259.89,26919.86,5696.09,4926.58,7220.98,59224.76,26359.90,5241.21,4746.81,7591.36,59335.29,33727.65,16564.14,5983.83
2024-10-13,7263.28,59320.26,26506.61,5273.87,4744.03,7247.60,59283.03,26409.29,5213.19,4706.31,7465.73,59325.77,29764.50,9240.69,5133.15,7279.40,59322.01,26767.86,5520.08,4798.13,7257.29,59295.39,26535.74,5315.65,4737.40,7241.08,59283.95,26453.12,5229.70,4694.83,7283.37,59334.14,27083.93,5745.90,4814.06,7213.94,59287.53,26326.94,5097.02,4634.22,7579.53,59439.22,33733.11,16462.70,5871.55
2024-10-14,7260.59,59106.31,26416.05,5078.80,4815.85,7243.14,59085.13,26329.07,5015.58,4769.68,7440.18,59110.34,29382.06,8720.49,5180.11,7276.83,59118.32,26581.49,5224.00,4872.32,7254.37,59086.03,26410.66,5082.97,4805.22,7236.09,59086.45,26354.56,5041.00,4757.41,7282.14,59123.47,26822.74,5380.51,4892.13,7211.20,59092.87,26261.03,4914.37,4703.03,7590.07,59215.93,33659.51,16047.69,5973.21
2024-10-15,7335.42,59851.66,27713.51,4372.95,5443.38,7319.95,59839.11,27632.11,4308.70,5399.18,7498.71,59853.24,29950.93,7137.07,5841.29,7358.01,59867.18,27831.22,4444.70,5505.75,7329.81,59844.39,27707.93,4354.55,5440.73,7315.40,59842.77,27636.45,4300.37,5388.52,7365.01,59872.72,27977.31,4541.88,5526.54,7294.91,59838.27,27557.44,4222.92,5348.94,7683.62,60014.30,35288.70,14890.60,6909.79
2024-10-16,7339.53,59919.80,27992.02,4176.57,5780.55,7321.81,59906.05,27919.68,4124.69,5737.85,7484.21,59920.04,29487.23,6107.14,6126.45,7362.94,59924.93,28078.09,4222.54,5842.69,7332.61,59908.61,27969.19,4163.28,5763.42,7317.09,59901.88,27925.80,4124.64,5726.39,7371.21,59942.06,28171.48,4264.44,5868.74,7295.93,59899.94,27840.29,4067.11,5667.59,7694.29,60050.62,35462.49,14405.41,7262.63
2024-10-17,7312.34,59907.18,28003.26,4778.54,5773.15,7297.68,59893.36,27937.79,4714.60,5733.98,7417.88,59906.61,28704.99,6029.05,6049.36,7335.26,59910.96,28165.09,4936.98,5838.63,7306.67,59897.94,28015.83,4774.68,5767.89,7292.54,59893.65,27965.22,4729.32,5713.61,7344.79,59923.03,28251.53,4971.14,5878.22,7267.09,59889.64,27796.10,4596.63,5607.71,7694.29,60071.88,35542.91,15055.22,7341.01
2024-10-18,7274.29,60398.32,28626.58,4179.39,5914.51,7255.15,60378.80,28464.22,4090.29,5822.17,7393.01,60397.51,29168.20,5053.85,6228.31,7303.05,60392.63,28667.54,4178.80,5997.52,7268.83,60387.20,28559.78,4107.99,5908.11,7249.38,60377.56,28433.30,4067.60,5793.48,7313.30,60413.86,28752.40,4204.59,6038.35,7217.09,60380.70,28289.12,4019.83,5663.57,7699.01,60499.08,36210.37,14319.12,7595.23
2024-10-19,7251.58,60782.45,28845.82,3398.39,5979.85,7230.69,60766.22,28665.21,3292.37,5892.40,7371.62,60779.24,29525.79,4176.75,6336.52,7287.71,60787.94,29045.21,3507.97,6115.24,7245.73,60770.76,28841.95,3365.45,6005.30,7224.26,60766.16,28658.94,3261.07,5858.02,7301.18,60806.61,29142.53,3560.45,6162.80,7192.46,60766.28,28456.95,3131.38,5724.23,7704.48,60910.61,36294.70,12991.69,7712.70
2024-10-20,7241.34,60683.01,27915.57,2575.94,5582.49,7220.04,60677.69,27821.72,2513.48,5516.68,7348.54,60681.24,28770.34,3614.35,5915.04,7279.25,60684.41,28134.16,2701.84,5714.62,7237.04,60680.36,27908.63,2545.83,5577.52,7213.36,60674.91,27792.82,2486.78,5488.51,7294.20,60697.79,28242.00,2740.32,5781.49,7182.60,60673.24,27617.14,2377.30,5382.56,7693.57,60824.50,35393.18,12179.56,7281.69
2024-10-21,7191.38,59979.64,26667.07,3382.65,4772.53,7167.55,59971.39,26568.53,3312.09,4713.24,7286.38,59971.48,27351.36,4190.97,4986.70,7224.36,59979.56,26860.47,3533.45,4853.48,7183.59,59971.43,26650.03,3367.00,4756.79,7162.68,59963.31,26561.26,3287.03,4705.09,7238.73,59990.83,26979.66,3619.72,4894.12,7131.61,59968.89,26396.91,3145.32,4625.59,7645.64,60071.41,33894.41,13042.02,6195.62
2024-10-22,7112.85,59183.06,25876.09,4160.53,4385.11,7093.00,59176.37,25881.65,4166.12,4347.14,7206.40,59180.83,26384.90,5003.34,4590.70,7145.89,59191.77,26068.37,4318.03,4464.62,7107.18,59176.10,25918.66,4178.97,4379.27,7086.38,59178.55,25851.00,4124.16,4329.36,7160.41,59204.58,26273.95,4500.21,4504.21,7055.33,59177.60,25709.19,4019.75,4258.71,7555.18,59231.32,33247.15,14622.98,5735.36
2024-10-23,7092.47,58736.72,25530.60,5069.75,4326.99,7071.30,58736.74,25484.64,4991.03,4286.43,7191.73,58742.13,26004.00,5837.49,4540.80,7125.98,58745.01,25718.45,5248.22,4401.40,7085.69,58734.30,25601.11,5085.07,4320.90,7064.38,58735.60,25527.56,5001.85,4271.44,7141.53,58758.80,25839.52,5355.29,4447.58,7033.81,58739.79,25386.65,4880.52,4203.70,7533.96,58784.31,32855.20,15643.35,5659.58
2024-10-24,7062.67,58634.77,25434.15,4970.79,4273.99,7043.70,58626.27,25376.42,4891.38,4237.50,7168.33,58627.57,25893.01,5623.73,4498.17,7098.05,58643.31,25593.92,5104.47,4350.93,7055.77,58623.39,25453.92,4948.55,4268.73,7038.35,58620.42,25394.37,4891.63,4226.61,7115.89,58657.67,25730.53,5245.84,4390.54,7012.12,58626.03,25290.56,4795.46,4162.88,7530.71,58681.04,32783.16,15132.52,5652.12
2024-10-25,7063.18,58597.40,25460.92,5078.22,4261.52,7045.67,58590.85,25394.00,4973.68,4227.37,7164.45,58590.85,25874.49,5631.70,4483.19,7097.66,58611.50,25653.31,5244.62,4338.62,7057.16,58595.86,25506.38,5058.46,4257.99,7040.04,58593.27,25455.68,5012.42,4216.10,7114.77,58614.68,25707.18,5318.38,4381.88,7016.90,58592.52,25280.40,4860.70,4157.85,7531.42,58650.99,32758.67,15075.17,5646.02
2024-10-26,7078.88,58586.30,25485.88,5191.66,4294.36,7058.45,58582.31,25504.16,5174.91,4255.82,7174.20,58582.17,25903.22,5683.70,4515.05,7116.44,58597.63,25675.34,5366.52,4373.11,7071.09,58584.50,25530.13,5167.29,4288.81,7056.51,58585.50,25479.78,5117.17,4246.54,7134.10,58609.25,25753.68,5434.77,4417.57,7032.66,58586.62,25350.61,5015.52,4186.06,7540.48,58684.32,32860.48,14953.38,5668.40
2024-10-27,7107.12,58851.20,25712.37,4970.19,4333.06,7086.90,58849.70,25666.76,4907.51,4294.32,7194.38,58847.72,25968.82,5258.65,4545.10,7139.56,58862.30,25810.27,5060.66,4406.40,7100.74,58845.96,25702.46,4915.72,4324.62,7079.80,58843.31,25652.64,4860.11,4277.65,7157.01,58872.21,25893.43,5154.02,4452.16,7056.96,58844.77,25577.69,4810.06,4219.78,7552.14,58958.05,33075.74,14264.60,5701.79
2024-10-28,7138.44,58578.61,25609.17,5857.94,4374.36,7120.23,58570.00,25553.20,5775.96,4337.99,7213.68,58579.46,25836.96,6100.61,4571.24,7162.90,58584.84,25685.82,5939.60,4439.47,7131.21,58570.17,25583.48,5779.86,4365.72,7113.17,58566.50,25531.56,5721.30,4318.12,7175.02,58594.07,26013.40,6279.27,4482.63,7086.82,58576.82,25459.37,5680.05,4251.48,7544.24,58693.11,32922.55,15365.91,5689.22
2024-10-29,7108.38,58860.98,25785.56,5687.54,4357.18,7089.87,58860.49,25737.80,5607.41,4316.96,7189.22,58862.91,26013.15,5890.90,4556.80,7138.69,58875.17,25888.10,5780.71,4431.84,7104.58,58863.47,25777.63,5610.01,4349.17,7085.44,58865.41,25731.64,5549.15,4307.04,7157.79,58889.08,26006.76,5901.43,4477.29,7063.17,58866.47,25648.70,5513.56,4236.85,7553.51,58966.08,33221.92,15065.85,5744.07
2024-10-30,7111.81,59023.62,25909.41,5597.05,4366.18,7092.25,59019.66,25855.46,5511.26,4326.01,7190.11,59021.33,26127.93,5788.27,4565.44,7142.37,59016.54,25991.46,5688.58,4443.67,7102.60,59021.06,25888.02,5509.88,4353.55,7083.95,59017.43,25838.05,5470.95,4310.49,7159.82,59040.72,26082.08,5780.99,4488.23,7062.72,59021.15,25759.83,5434.57,4238.87,7562.81,59069.75,33366.30,15044.40,5782.49
2024-10-31,7166.25,59652.52,26671.76,5239.77,4663.47,7146.85,59643.86,26614.85,5165.76,4621.07,7247.01,59646.20,26908.50,5388.53,4883.18,7198.40,59641.89,26772.08,5319.17,4757.98,7157.41,59637.13,26648.61,5169.59,4655.83,7140.37,59636.36,26602.58,5125.51,4612.57,7217.11,59666.80,26881.89,5406.65,4825.31,7119.71,59642.18,26527.00,5089.44,4542.37,7634.41,59705.44,34233.73,14562.22,6158.34
